Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region
15673,2025-07-10,Electronics,Apple Watch Series 9,4,401.37,1605.48,Oceania
15674,2025-06-25,Electronics,iPhone 14 Pro,14,1049.72,14696.08,Asia
15675,2024-03-20,Home Appliances,LG Front Load Washer,20,816.16,16323.20,South America
15676,2024-03-11,Beauty Products,Maybelline Makeup Kit,5,51.52,257.60,Middle East
15677,2025-12-20,Books,Deep Work,19,19.39,368.41,Africa
15678,2025-10-22,Sports,Babolat Pure Drive Tennis Racket,1,182.63,182.63,Asia
15679,2025-06-01,Books,Clean Code,1,43.94,43.94,Middle East
15680,2025-06-21,Books,Sapiens,5,23.84,119.20,Asia
15681,2024-03-04,Books,Dune by Frank Herbert,5,24.08,120.40,Europe
15682,2025-07-06,Electronics,MacBook Pro 16-inch,16,2294.89,36718.24,South America
15683,2025-09-10,Home Appliances,LG Front Load Washer,6,914.41,5486.46,South America
15684,2024-04-25,Home Appliances,iRobot Roomba j7,6,597.77,3586.62,North America
15685,2025-01-15,Sports,Everlast Boxing Gloves,12,51.86,622.32,North America
15686,2024-12-18,Sports,Fitbit Charge 6,10,158.02,1580.20,Asia
15687,2024-02-18,Home Appliances,KitchenAid Stand Mixer,3,444.48,1333.44,South America
15688,2025-04-11,Electronics,iPhone 14 Pro,13,959.74,12476.62,Europe
15689,2024-09-03,Clothing,Columbia Rain Jacket,7,121.45,850.15,North America
15690,2024-03-17,Sports,Manduka PRO Yoga Mat,3,119.31,357.93,Asia
15691,2025-04-08,Books,Atomic Habits,17,21.64,367.88,South America
15692,2025-03-14,Clothing,Nike Air Force 1,7,82.62,578.34,Europe
15693,2024-05-05,Clothing,Calvin Klein Slim Fit Shirt,19,93.09,1768.71,South America
15694,2024-09-01,Beauty Products,Clinique Moisture Surge,1,48.19,48.19,Asia
15695,2025-05-24,Beauty Products,Dyson Supersonic Hair Dryer,11,409.33,4502.63,Middle East
15696,2025-03-03,Clothing,Nike Air Force 1,8,91.81,734.48,Europe
15697,2025-07-13,Home Appliances,Dyson V11 Vacuum,20,536.65,10733.00,Oceania
15698,2024-02-15,Clothing,Puma Sports Hoodie,12,79.95,959.40,South America
15699,2025-06-28,Home Appliances,iRobot Roomba j7,7,682.24,4775.68,South America
15700,2024-03-28,Electronics,MacBook Pro 16-inch,11,2649.14,29140.54,Africa
15701,2024-04-13,Home Appliances,iRobot Roomba j7,19,608.06,11553.14,Europe
15702,2024-03-13,Sports,Babolat Pure Drive Tennis Racket,6,198.70,1192.20,Middle East
15703,2025-03-14,Sports,Callaway Golf Club Set,20,917.72,18354.40,North America
15704,2024-05-15,Clothing,Patagonia Fleece Jacket,12,179.91,2158.92,Oceania
15705,2025-07-12,Clothing,Under Armour Training Shirt,11,36.05,396.55,Asia
15706,2024-07-01,Clothing,Columbia Rain Jacket,13,129.56,1684.28,Asia
15707,2024-03-14,Sports,Manduka PRO Yoga Mat,13,114.45,1487.85,Africa
15708,2024-12-20,Books,Atomic Habits,15,19.85,297.75,Europe
15709,2024-11-13,Beauty Products,Chanel No. 5 Perfume,6,135.25,811.50,North America
15710,2024-03-01,Sports,Everlast Boxing Gloves,16,45.42,726.72,South America
15711,2024-02-13,Sports,Callaway Golf Club Set,6,941.53,5649.18,Asia
15712,2024-02-21,Clothing,Vans Old Skool Sneakers,8,86.81,694.48,Europe
15713,2025-02-16,Books,The Da Vinci Code,13,17.23,223.99,Asia
15714,2025-08-26,Home Appliances,Keurig K-Elite Coffee Maker,17,201.37,3423.29,Africa
15715,2025-05-21,Beauty Products,CeraVe Hydrating Cleanser,10,20.39,203.90,Middle East
15716,2025-10-06,Beauty Products,L'Oreal Revitalift Cream,13,28.02,364.26,North America
15717,2025-09-04,Home Appliances,Keurig K-Elite Coffee Maker,6,183.89,1103.34,Asia
15718,2025-12-16,Beauty Products,Maybelline Makeup Kit,1,52.45,52.45,Africa
15719,2025-07-09,Beauty Products,MAC Lipstick Collection,3,86.76,260.28,Asia
15720,2024-07-13,Home Appliances,Instant Pot Duo 7-in-1,11,128.16,1409.76,Middle East
15721,2025-04-11,Electronics,Sony WH-1000XM5 Headphones,15,423.95,6359.25,South America
15722,2024-06-19,Books,Atomic Habits,11,19.81,217.91,South America
15723,2025-11-02,Electronics,Garmin Forerunner 945,2,457.48,914.96,Asia
15724,2025-05-10,Beauty Products,Maybelline Makeup Kit,17,50.57,859.69,Europe
15725,2024-08-09,Clothing,Patagonia Fleece Jacket,8,179.49,1435.92,Asia
15726,2024-11-10,Electronics,MacBook Pro 16-inch,4,2569.22,10276.88,Africa
15727,2025-05-12,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",7,35.42,247.94,Africa
15728,2025-04-09,Clothing,Puma Sports Hoodie,9,79.73,717.57,Oceania
15729,2024-10-08,Sports,Manduka PRO Yoga Mat,17,108.56,1845.52,South America
15730,2024-06-27,Beauty Products,Clinique Moisture Surge,18,48.15,866.70,Middle East
15731,2025-09-13,Home Appliances,Dyson V11 Vacuum,8,538.84,4310.72,North America
15732,2025-11-11,Sports,Everlast Boxing Gloves,3,47.78,143.34,Middle East
15733,2025-12-18,Electronics,Canon EOS R10 Camera,3,972.31,2916.93,North America
15734,2024-02-24,Beauty Products,Neutrogena Skincare Set,5,92.18,460.90,Oceania
15735,2024-07-11,Home Appliances,Keurig K-Elite Coffee Maker,13,188.68,2452.84,Europe
15736,2025-12-11,Clothing,Columbia Rain Jacket,8,133.32,1066.56,South America
15737,2024-10-03,Clothing,Puma Sports Hoodie,17,68.62,1166.54,South America
15738,2024-03-24,Electronics,Google Pixel 8 Pro,11,935.67,10292.37,North America
15739,2024-01-08,Books,The Alchemist,19,11.85,225.15,Middle East
15740,2025-11-03,Sports,Everlast Boxing Gloves,2,51.67,103.34,North America
15741,2024-09-13,Beauty Products,Clinique Moisture Surge,11,43.42,477.62,Asia
15742,2025-10-07,Clothing,North Face Down Jacket,17,232.61,3954.37,Africa
15743,2025-10-11,Sports,Babolat Pure Drive Tennis Racket,5,187.02,935.10,North America
15744,2024-04-02,Beauty Products,Dyson Supersonic Hair Dryer,17,452.27,7688.59,Oceania
15745,2024-09-22,Electronics,Dell XPS 13 Laptop,1,1178.76,1178.76,North America
15746,2024-12-02,Electronics,Samsung Galaxy Tab S8,12,735.34,8824.08,South America
15747,2025-09-11,Sports,Babolat Pure Drive Tennis Racket,10,201.49,2014.90,Europe
15748,2025-03-17,Home Appliances,Blueair Classic 480i,9,563.15,5068.35,Europe
15749,2025-10-02,Electronics,iPhone 14 Pro,19,1015.30,19290.70,Europe
15750,2024-10-18,Books,The Alchemist,13,13.07,169.91,Europe
15751,2025-10-30,Books,Atomic Habits,5,21.74,108.70,Oceania
15752,2025-10-11,Beauty Products,Olaplex Hair Repair Set,18,60.70,1092.60,Europe
15753,2024-03-24,Books,The Psychology of Money,3,17.45,52.35,North America
15754,2025-07-23,Beauty Products,Clinique Moisture Surge,8,42.74,341.92,South America
15755,2025-04-09,Home Appliances,Instant Pot Duo 7-in-1,17,117.48,1997.16,Europe
15756,2024-10-05,Books,The Da Vinci Code,20,15.22,304.40,Oceania
15757,2024-01-01,Home Appliances,Philips Air Fryer XXL,12,231.17,2774.04,Asia
15758,2025-04-25,Beauty Products,Neutrogena Skincare Set,20,91.42,1828.40,Middle East
15759,2024-01-24,Books,Atomic Habits,7,20.35,142.45,Asia
15760,2024-10-21,Home Appliances,LG Front Load Washer,8,946.83,7574.64,Oceania
15761,2025-04-11,Home Appliances,Keurig K-Elite Coffee Maker,18,179.84,3237.12,Africa
15762,2024-06-19,Home Appliances,Dyson V11 Vacuum,6,542.59,3255.54,Oceania
15763,2025-10-28,Home Appliances,KitchenAid Stand Mixer,5,449.07,2245.35,Europe
15764,2025-01-29,Clothing,Levi's 501 Jeans,3,64.47,193.41,Middle East
15765,2025-08-20,Electronics,Sony WH-1000XM5 Headphones,16,417.09,6673.44,Asia
15766,2025-10-12,Books,The Psychology of Money,7,19.33,135.31,Europe
15767,2025-01-03,Books,The Da Vinci Code,19,16.97,322.43,Asia
15768,2024-11-04,Books,Sapiens,11,26.44,290.84,Europe
15769,2024-10-09,Electronics,Garmin Forerunner 945,5,470.64,2353.20,South America
15770,2025-10-04,Electronics,Dell XPS 13 Laptop,15,1331.82,19977.30,Middle East
15771,2024-03-29,Sports,Hydro Flask Sports Bottle,16,36.73,587.68,South America
15772,2024-06-04,Beauty Products,Olaplex Hair Repair Set,8,58.47,467.76,Oceania
15773,2024-05-16,Books,Clean Code,8,39.83,318.64,Asia
15774,2025-04-09,Home Appliances,iRobot Roomba j7,5,592.40,2962.00,South America
15775,2025-02-17,Books,Atomic Habits,6,19.76,118.56,Asia
15776,2024-05-27,Electronics,Google Pixel 8 Pro,10,922.58,9225.80,Oceania
15777,2025-06-11,Books,Atomic Habits,11,18.65,205.15,North America
15778,2024-11-04,Beauty Products,Maybelline Makeup Kit,15,45.35,680.25,Europe
15779,2024-08-01,Clothing,Puma Sports Hoodie,4,73.33,293.32,Middle East
15780,2024-12-26,Sports,Bowflex Adjustable Dumbbells,11,443.21,4875.31,Europe
15781,2025-06-03,Clothing,Levi's 501 Jeans,6,63.94,383.64,Middle East
15782,2024-03-31,Home Appliances,Dyson V11 Vacuum,11,527.73,5805.03,Oceania
15783,2024-03-01,Electronics,Dell XPS 13 Laptop,7,1394.81,9763.67,South America
15784,2025-12-07,Electronics,Dell XPS 13 Laptop,18,1321.22,23781.96,Europe
15785,2024-12-25,Sports,Manduka PRO Yoga Mat,7,109.77,768.39,North America
15786,2025-05-27,Home Appliances,Dyson V11 Vacuum,12,506.60,6079.20,North America
15787,2024-10-19,Home Appliances,iRobot Roomba j7,4,710.22,2840.88,Europe
15788,2024-04-26,Beauty Products,MAC Lipstick Collection,12,78.91,946.92,Asia
15789,2025-10-25,Sports,Hydro Flask Sports Bottle,6,36.54,219.24,North America
15790,2024-04-25,Sports,Spalding Volleyball,6,38.30,229.80,South America
15791,2025-05-13,Home Appliances,Dyson V11 Vacuum,10,464.32,4643.20,North America
15792,2025-08-07,Beauty Products,The Ordinary Serum Set,6,41.25,247.50,Asia
15793,2025-04-18,Home Appliances,Keurig K-Elite Coffee Maker,2,195.33,390.66,North America
15794,2025-07-13,Electronics,iPhone 14 Pro,13,1085.08,14106.04,North America
15795,2025-12-12,Books,Sapiens,8,26.51,212.08,Africa
15796,2025-04-26,Clothing,Vans Old Skool Sneakers,8,87.62,700.96,Middle East
15797,2024-02-04,Beauty Products,The Ordinary Serum Set,11,39.35,432.85,Africa
15798,2024-10-01,Books,The Hobbit,19,15.06,286.14,South America
15799,2024-06-17,Electronics,Dell XPS 13 Laptop,3,1246.50,3739.50,Africa
15800,2025-03-25,Books,The Psychology of Money,14,19.38,271.32,Europe
15801,2024-12-27,Clothing,Levi's 501 Jeans,1,68.62,68.62,Africa
15802,2024-04-12,Home Appliances,LG Front Load Washer,7,894.76,6263.32,North America
15803,2024-11-19,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",6,34.23,205.38,Europe
15804,2024-03-27,Clothing,North Face Down Jacket,18,273.57,4924.26,Middle East
15805,2024-01-04,Beauty Products,Chanel No. 5 Perfume,16,137.91,2206.56,South America
15806,2024-06-07,Home Appliances,Keurig K-Elite Coffee Maker,17,173.52,2949.84,North America
15807,2025-03-01,Beauty Products,The Ordinary Serum Set,18,36.23,652.14,Europe
15808,2025-07-04,Electronics,Garmin Forerunner 945,11,480.73,5288.03,South America
15809,2024-05-13,Clothing,Nike Air Force 1,8,97.57,780.56,Oceania
15810,2025-09-26,Beauty Products,Maybelline Makeup Kit,2,50.91,101.82,Africa
15811,2025-03-17,Electronics,Apple Watch Series 9,12,399.78,4797.36,Middle East
15812,2024-09-05,Electronics,iPhone 14 Pro,8,1010.66,8085.28,South America
15813,2025-11-17,Sports,Spalding Volleyball,7,34.02,238.14,North America
15814,2024-05-18,Home Appliances,Samsung Smart Refrigerator,9,1954.87,17593.83,North America
15815,2025-01-30,Electronics,Samsung Galaxy Tab S8,15,817.66,12264.90,North America
15816,2025-09-05,Books,The Hobbit,13,13.58,176.54,North America
15817,2024-08-04,Clothing,Nike Air Force 1,10,87.32,873.20,Oceania
15818,2024-09-28,Beauty Products,Neutrogena Skincare Set,10,85.67,856.70,Oceania
15819,2024-09-14,Beauty Products,Maybelline Makeup Kit,3,50.98,152.94,Oceania
15820,2025-10-14,Electronics,MacBook Pro 16-inch,14,2674.98,37449.72,South America
15821,2025-02-03,Books,The Alchemist,5,11.74,58.70,Oceania
15822,2024-06-05,Sports,Callaway Golf Club Set,20,908.24,18164.80,South America
15823,2024-08-22,Sports,Wilson Evolution Basketball,15,30.03,450.45,Asia
15824,2025-04-21,Beauty Products,Clinique Moisture Surge,2,47.71,95.42,Africa
15825,2025-02-04,Beauty Products,The Ordinary Serum Set,19,40.08,761.52,Oceania
15826,2024-10-04,Beauty Products,Neutrogena Skincare Set,8,90.22,721.76,Oceania
15827,2024-04-05,Books,Dune by Frank Herbert,4,25.49,101.96,Oceania
15828,2024-06-15,Sports,Adidas FIFA Soccer Ball,15,38.79,581.85,Asia
15829,2024-05-03,Home Appliances,LG Front Load Washer,8,973.28,7786.24,South America
15830,2025-04-08,Sports,Everlast Boxing Gloves,19,45.02,855.38,Oceania
15831,2025-06-19,Books,Atomic Habits,4,19.41,77.64,Asia
15832,2025-11-17,Sports,Babolat Pure Drive Tennis Racket,15,217.02,3255.30,Africa
15833,2025-11-09,Electronics,Samsung Galaxy Tab S8,18,772.82,13910.76,Asia
15834,2024-11-12,Electronics,Samsung Galaxy Tab S8,7,782.46,5477.22,Middle East
15835,2025-01-23,Clothing,Vans Old Skool Sneakers,16,73.37,1173.92,Europe
15836,2024-09-01,Beauty Products,Chanel No. 5 Perfume,5,119.35,596.75,South America
15837,2024-01-22,Books,Atomic Habits,3,18.04,54.12,North America
15838,2024-02-04,Electronics,Apple Watch Series 9,17,454.29,7722.93,Oceania
15839,2024-04-29,Beauty Products,Neutrogena Skincare Set,15,93.79,1406.85,Europe
15840,2024-09-03,Electronics,Sony WH-1000XM5 Headphones,12,417.62,5011.44,Middle East
15841,2024-09-17,Electronics,Apple Watch Series 9,16,411.38,6582.08,South America
15842,2024-12-16,Home Appliances,LG Front Load Washer,12,950.37,11404.44,North America
15843,2024-07-30,Home Appliances,Ninja Professional Blender,9,108.10,972.90,Africa
15844,2025-08-30,Books,Sapiens,7,24.81,173.67,Asia
15845,2025-11-24,Beauty Products,Clinique Moisture Surge,9,47.85,430.65,South America
15846,2024-12-30,Sports,Spalding Volleyball,16,34.86,557.76,Oceania
15847,2024-06-27,Beauty Products,Maybelline Makeup Kit,13,47.97,623.61,Middle East
15848,2024-11-07,Clothing,Nike Air Force 1,5,84.51,422.55,Asia
15849,2024-09-08,Clothing,Levi's 501 Jeans,15,71.25,1068.75,Africa
15850,2025-09-15,Home Appliances,Blueair Classic 480i,9,553.63,4982.67,Oceania
15851,2024-08-07,Beauty Products,MAC Lipstick Collection,17,78.76,1338.92,Asia
15852,2025-06-25,Clothing,Patagonia Fleece Jacket,12,180.48,2165.76,Oceania
15853,2025-12-25,Sports,Manduka PRO Yoga Mat,19,122.82,2333.58,Oceania
15854,2024-11-24,Beauty Products,Clinique Moisture Surge,8,43.83,350.64,Asia
15855,2025-10-04,Sports,Manduka PRO Yoga Mat,9,114.80,1033.20,Oceania
15856,2025-01-24,Sports,Hydro Flask Sports Bottle,18,42.92,772.56,Oceania
15857,2024-08-01,Electronics,iPhone 14 Pro,18,911.89,16414.02,Middle East
15858,2024-05-09,Beauty Products,MAC Lipstick Collection,9,84.05,756.45,Oceania
15859,2024-09-14,Beauty Products,L'Oreal Revitalift Cream,7,30.92,216.44,Africa
15860,2025-06-12,Clothing,Vans Old Skool Sneakers,4,73.28,293.12,North America
15861,2025-11-25,Sports,Babolat Pure Drive Tennis Racket,10,201.86,2018.60,North America
15862,2024-07-21,Electronics,Apple Watch Series 9,3,428.26,1284.78,South America
15863,2024-07-02,Clothing,Patagonia Fleece Jacket,4,180.57,722.28,North America
15864,2024-01-27,Beauty Products,Dyson Supersonic Hair Dryer,9,438.53,3946.77,Europe
15865,2024-02-08,Home Appliances,LG Front Load Washer,7,901.25,6308.75,North America
15866,2025-08-27,Books,Sapiens,6,23.29,139.74,Asia
15867,2025-12-09,Clothing,Under Armour Training Shirt,16,39.33,629.28,North America
15868,2025-06-15,Clothing,Patagonia Fleece Jacket,9,165.47,1489.23,Europe
15869,2024-10-10,Home Appliances,LG Front Load Washer,14,961.73,13464.22,Asia
15870,2024-05-04,Books,Deep Work,1,18.09,18.09,North America
15871,2024-02-21,Electronics,Garmin Forerunner 945,2,489.78,979.56,South America
15872,2024-08-05,Beauty Products,Dyson Supersonic Hair Dryer,13,402.50,5232.50,Oceania
15873,2025-04-06,Beauty Products,Clinique Moisture Surge,15,47.16,707.40,Asia
15874,2025-08-21,Clothing,Patagonia Fleece Jacket,13,193.58,2516.54,South America
15875,2025-04-11,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",16,32.88,526.08,Asia
15876,2024-11-19,Sports,Babolat Pure Drive Tennis Racket,3,183.27,549.81,Asia
15877,2024-02-19,Sports,Babolat Pure Drive Tennis Racket,3,198.85,596.55,Asia
15878,2024-02-09,Electronics,MacBook Pro 16-inch,14,2570.82,35991.48,Africa
15879,2025-04-25,Clothing,Puma Sports Hoodie,7,69.46,486.22,Middle East
15880,2024-10-03,Home Appliances,Instant Pot Duo 7-in-1,17,119.70,2034.90,North America
15881,2025-10-02,Beauty Products,L'Oreal Revitalift Cream,16,31.88,510.08,Oceania
15882,2024-12-27,Electronics,iPhone 14 Pro,17,1094.78,18611.26,Asia
15883,2024-10-06,Home Appliances,Samsung Smart Refrigerator,4,2079.73,8318.92,North America
15884,2025-07-11,Books,The Psychology of Money,15,18.17,272.55,North America
15885,2024-12-15,Electronics,Garmin Forerunner 945,8,488.57,3908.56,Middle East
15886,2024-12-26,Clothing,Vans Old Skool Sneakers,8,74.61,596.88,Middle East
15887,2024-03-09,Clothing,Adidas Ultraboost Shoes,5,208.81,1044.05,Middle East
15888,2025-01-29,Electronics,Google Pixel 8 Pro,8,901.33,7210.64,Asia
15889,2025-09-28,Clothing,Adidas Ultraboost Shoes,9,197.69,1779.21,Asia
15890,2024-08-04,Home Appliances,Keurig K-Elite Coffee Maker,20,196.48,3929.60,Oceania
15891,2025-12-26,Beauty Products,MAC Lipstick Collection,7,82.06,574.42,Africa
15892,2025-09-29,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",19,29.79,566.01,Africa
15893,2024-09-13,Sports,Hydro Flask Sports Bottle,1,40.09,40.09,Middle East
15894,2025-11-16,Home Appliances,Philips Air Fryer XXL,12,270.96,3251.52,Europe
15895,2024-05-31,Electronics,Apple Watch Series 9,4,406.98,1627.92,Africa
15896,2024-11-19,Sports,Babolat Pure Drive Tennis Racket,16,216.47,3463.52,Asia
15897,2025-03-20,Home Appliances,Dyson V11 Vacuum,20,476.12,9522.40,Middle East
15898,2025-06-05,Clothing,Calvin Klein Slim Fit Shirt,20,90.32,1806.40,North America
15899,2025-04-11,Clothing,Columbia Rain Jacket,19,122.40,2325.60,Europe
15900,2025-05-28,Books,The Hobbit,18,15.90,286.20,Middle East
15901,2025-11-07,Home Appliances,LG Front Load Washer,3,923.56,2770.68,South America
15902,2024-04-17,Sports,Fitbit Charge 6,2,174.70,349.40,South America
15903,2025-07-30,Clothing,Calvin Klein Slim Fit Shirt,6,87.79,526.74,North America
15904,2024-01-23,Electronics,Dell XPS 13 Laptop,12,1253.00,15036.00,South America
15905,2025-08-24,Books,Dune by Frank Herbert,8,23.63,189.04,South America
15906,2025-10-05,Home Appliances,Ninja Professional Blender,19,97.35,1849.65,Asia
15907,2025-09-09,Clothing,Nike Air Force 1,11,93.42,1027.62,Africa
15908,2025-04-09,Beauty Products,Maybelline Makeup Kit,9,52.83,475.47,Oceania
15909,2025-04-04,Electronics,Garmin Forerunner 945,8,475.27,3802.16,Oceania
15910,2024-07-30,Clothing,Levi's 501 Jeans,13,65.79,855.27,South America
15911,2024-01-23,Sports,Everlast Boxing Gloves,3,48.12,144.36,South America
15912,2024-03-17,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",20,32.09,641.80,Oceania
15913,2024-09-24,Electronics,Nintendo Switch OLED,16,329.88,5278.08,Africa
15914,2024-08-11,Home Appliances,Keurig K-Elite Coffee Maker,16,202.67,3242.72,Middle East
15915,2024-08-08,Home Appliances,Keurig K-Elite Coffee Maker,1,205.98,205.98,Africa
15916,2025-01-07,Sports,Bowflex Adjustable Dumbbells,6,458.33,2749.98,North America
15917,2024-01-21,Beauty Products,Olaplex Hair Repair Set,9,61.32,551.88,North America
15918,2025-09-10,Beauty Products,Maybelline Makeup Kit,19,49.57,941.83,North America
15919,2025-05-25,Home Appliances,Instant Pot Duo 7-in-1,13,141.46,1838.98,North America
15920,2024-04-30,Electronics,MacBook Pro 16-inch,9,2532.00,22788.00,South America
15921,2024-04-18,Books,Deep Work,11,18.40,202.40,Africa
15922,2025-04-15,Home Appliances,KitchenAid Stand Mixer,1,423.07,423.07,South America
15923,2024-09-19,Clothing,Patagonia Fleece Jacket,1,181.34,181.34,North America
15924,2025-06-22,Beauty Products,Maybelline Makeup Kit,10,46.38,463.80,Asia
15925,2024-04-13,Home Appliances,Instant Pot Duo 7-in-1,4,138.87,555.48,Oceania
15926,2024-01-20,Books,The Da Vinci Code,9,16.79,151.11,South America
15927,2025-10-16,Electronics,Google Pixel 8 Pro,18,1024.87,18447.66,Asia
15928,2025-10-01,Beauty Products,Maybelline Makeup Kit,19,49.11,933.09,Africa
15929,2024-12-24,Home Appliances,KitchenAid Stand Mixer,15,423.98,6359.70,Oceania
15930,2025-12-13,Home Appliances,KitchenAid Stand Mixer,4,433.68,1734.72,Africa
15931,2024-06-21,Clothing,Under Armour Training Shirt,13,42.13,547.69,North America
15932,2025-02-20,Books,The Hobbit,19,16.30,309.70,Europe
15933,2024-12-31,Home Appliances,Philips Air Fryer XXL,18,271.20,4881.60,North America
15934,2025-10-08,Beauty Products,Olaplex Hair Repair Set,3,65.04,195.12,Asia
15935,2025-04-28,Electronics,Sony WH-1000XM5 Headphones,8,382.75,3062.00,Europe
15936,2025-08-17,Home Appliances,Ninja Professional Blender,12,108.97,1307.64,North America
15937,2024-05-07,Books,The Alchemist,3,11.84,35.52,Oceania
15938,2024-10-29,Beauty Products,L'Oreal Revitalift Cream,7,32.79,229.53,North America
15939,2025-04-03,Home Appliances,Keurig K-Elite Coffee Maker,4,204.48,817.92,Middle East
15940,2025-11-16,Clothing,Vans Old Skool Sneakers,11,76.85,845.35,Africa
15941,2024-07-16,Beauty Products,Clinique Moisture Surge,8,43.71,349.68,North America
15942,2024-02-17,Home Appliances,KitchenAid Stand Mixer,3,437.15,1311.45,Asia
15943,2025-02-18,Home Appliances,Instant Pot Duo 7-in-1,9,138.00,1242.00,South America
15944,2025-11-22,Home Appliances,Philips Air Fryer XXL,14,234.28,3279.92,Middle East
15945,2025-08-19,Clothing,Patagonia Fleece Jacket,4,197.87,791.48,South America
15946,2025-05-07,Books,The Da Vinci Code,13,16.50,214.50,Oceania
15947,2024-01-31,Books,The Psychology of Money,16,19.13,306.08,Asia
15948,2025-09-05,Beauty Products,Olaplex Hair Repair Set,7,62.11,434.77,Asia
15949,2024-10-15,Electronics,Garmin Forerunner 945,10,469.60,4696.00,Middle East
15950,2024-04-17,Beauty Products,Neutrogena Skincare Set,4,86.31,345.24,Asia
15951,2024-04-15,Beauty Products,Neutrogena Skincare Set,16,97.78,1564.48,Oceania
15952,2024-02-29,Sports,Bowflex Adjustable Dumbbells,14,409.92,5738.88,Middle East
15953,2024-08-14,Sports,Hydro Flask Sports Bottle,13,42.47,552.11,Oceania
15954,2025-08-15,Home Appliances,LG Front Load Washer,15,981.58,14723.70,North America
15955,2024-09-22,Sports,Fitbit Charge 6,18,149.58,2692.44,North America
15956,2025-10-23,Books,Clean Code,7,40.05,280.35,Middle East
15957,2025-03-11,Books,Deep Work,8,17.80,142.40,Africa
15958,2025-11-26,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",5,30.50,152.50,Middle East
15959,2025-10-30,Clothing,Vans Old Skool Sneakers,2,77.99,155.98,Asia
15960,2025-06-18,Clothing,Puma Sports Hoodie,14,77.89,1090.46,Oceania
15961,2024-09-24,Electronics,Canon EOS R10 Camera,2,1000.51,2001.02,Oceania
15962,2024-09-05,Electronics,MacBook Pro 16-inch,1,2661.53,2661.53,Oceania
15963,2025-04-17,Electronics,Dell XPS 13 Laptop,19,1249.60,23742.40,Europe
15964,2025-08-01,Electronics,Nintendo Switch OLED,9,367.66,3308.94,Middle East
15965,2024-04-06,Beauty Products,L'Oreal Revitalift Cream,3,28.03,84.09,Europe
15966,2024-10-11,Sports,Spalding Volleyball,1,31.67,31.67,Africa
15967,2024-09-21,Home Appliances,Keurig K-Elite Coffee Maker,17,197.21,3352.57,South America
15968,2025-09-29,Beauty Products,Chanel No. 5 Perfume,7,141.94,993.58,North America
15969,2024-06-10,Beauty Products,Neutrogena Skincare Set,10,96.84,968.40,Asia
15970,2025-12-17,Home Appliances,Dyson V11 Vacuum,8,542.25,4338.00,North America
15971,2024-01-19,Clothing,Levi's 501 Jeans,5,69.91,349.55,Middle East
15972,2024-08-16,Books,The Hobbit,6,16.24,97.44,South America
15973,2024-01-23,Home Appliances,Keurig K-Elite Coffee Maker,3,184.37,553.11,Europe
15974,2024-12-07,Beauty Products,Chanel No. 5 Perfume,17,125.43,2132.31,Oceania
15975,2024-04-11,Electronics,MacBook Pro 16-inch,11,2710.51,29815.61,Africa
15976,2025-09-15,Beauty Products,The Ordinary Serum Set,5,39.94,199.70,South America
15977,2025-04-29,Electronics,Canon EOS R10 Camera,1,1029.81,1029.81,South America
15978,2025-08-19,Electronics,Canon EOS R10 Camera,10,973.49,9734.90,Middle East
15979,2024-04-27,Beauty Products,L'Oreal Revitalift Cream,1,28.34,28.34,Europe
15980,2025-05-12,Electronics,Canon EOS R10 Camera,7,992.88,6950.16,Middle East
15981,2025-09-11,Home Appliances,KitchenAid Stand Mixer,8,486.32,3890.56,Europe
15982,2024-12-01,Home Appliances,KitchenAid Stand Mixer,13,455.51,5921.63,Middle East
15983,2024-04-26,Sports,Fitbit Charge 6,1,152.76,152.76,South America
15984,2025-05-18,Electronics,Apple Watch Series 9,12,455.37,5464.44,Europe
15985,2025-06-09,Electronics,Samsung Galaxy Tab S8,19,755.51,14354.69,South America
15986,2025-11-02,Electronics,Garmin Forerunner 945,10,542.88,5428.80,Europe
15987,2025-01-27,Home Appliances,Dyson V11 Vacuum,16,495.82,7933.12,Asia
15988,2024-08-08,Home Appliances,Blueair Classic 480i,12,625.84,7510.08,Europe
15989,2025-02-16,Electronics,Google Pixel 8 Pro,18,1056.41,19015.38,North America
15990,2025-09-06,Clothing,Calvin Klein Slim Fit Shirt,19,87.45,1661.55,Asia
15991,2025-08-03,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",10,35.39,353.90,Oceania
15992,2024-04-07,Sports,Manduka PRO Yoga Mat,4,128.20,512.80,South America
15993,2025-04-17,Beauty Products,MAC Lipstick Collection,19,73.39,1394.41,South America
15994,2024-07-01,Home Appliances,LG Front Load Washer,11,830.91,9140.01,Africa
15995,2025-09-15,Beauty Products,CeraVe Hydrating Cleanser,8,17.77,142.16,North America
15996,2025-04-11,Books,Atomic Habits,17,20.20,343.40,Oceania
15997,2024-01-04,Books,Clean Code,16,40.08,641.28,Africa
15998,2024-03-07,Beauty Products,Dyson Supersonic Hair Dryer,4,418.53,1674.12,Asia
